kode,uraian,is_priority,uraian_natural
500.11.13.2,pengembangan sistem informasi manajemen sim lalu lintas dan angkutan sungai danau dan penyeberangan,True,"Pengembangan Sistem Informasi Manajemen SIM Lalu Lintas Sungai Danau, Pengajuan Anggaran Pengembangan Sistem Informasi Transportasi, Laporan Kemajuan Pengembangan Sistem Informasi Manajemen Lalu Lintas, Permohonan Bantuan Teknis Pengembangan Sistem Informasi Transportasi Sungai Danau"
500.11.14,rancang bangun sarana angkutan sungai danau dan penyeberangan,False,
500.11.15,bimbingan perawatan sarana angkutan sungai danau dan penyeberangan,False,
500.11.15.1,perawatan dan pemeliharaan sarana sungai danau dan penyeberangan,False,
500.11.15.2,pengawakan dan registrasi sarana angkutan sungai dan danau danau dan penyeberangan,False,
500.11.16,rancang bangun pelabuhan sungai danau,False,
500.11.16.1,perencanaan dan pembangunan pelabuhan sungai danau dan penyeberangan,False,
500.11.16.2,pemberian sertifikasi pelabuhan penyeberangan,False,
500.11.16.3,rekomendasi penetapan lokasi pelabuhan penyeberangan di lintas nacional dan internasional,False,
500.11.16.4,penyelenggaraan pemeliharaan perawatan dan perbaikan pelabuhan sungai danau dan penyeberangan,True,"Penyelenggaraan Pemeliharaan Pelabuhan, Permohonan Perbaikan Fasilitas Penyeberangan, Laporan Kegiatan Pemeliharaan Pelabuhan, Pengajuan Anggaran Perawatan Sarana Pelabuhan"
500.11.17,kualifikasi teknis petugas pelabuhan sungai danau dan penyeberangan,False,
500.11.18,manajemen lalu lintas sungai danau dan penyeberangan,False,
500.11.18.1,manajemen lalu lintas,False,
500.11.18.2,tata cara berlalu lintas di sungai danau dan penyeberangan,False,
500.11.18.3,penyidik pegawai negeri sipil bidang lalu lintas dan angkutan sungai danau,False,
500.11.18.4,sertifikasi inspektur sungai dan danau dan pejabat pemberangkatan angkutan sungai dan danau,False,
500.11.19,alur dan perambuan lalu lintas sungai danau dan penyeberangan,False,
500.11.19.1,pengerukan alur pelayaran sungai danau dan kolam pelabuhan penyeberangan,False,
500.11.19.2,penetapan kelas alur dan peta alur pelayaran sungai dan danau,False,
500.11.19.3,perambuan sungai danau dan penyeberangan,False,
500.11.20,bimbingan usaha angkutan sungai danau dan penyeberangan,False,
500.11.20.1,penyelenggaraan angkutan sungai danau dan penyeberangan,True,"Penyelenggaraan Angkutan Penyeberangan, Pengajuan Izin Operasional Kapal Penyeberangan, Laporan Kegiatan Angkutan Sungai dan Danau, Permohonan Bantuan Sarana Penyeberangan"
500.11.20.2,persetujuan operasi kapal penyeberangan di lintas nasional dan internasional,False,
500.11.21,tarif dan keperintisan,False,
500.11.21.1,perhitungan tarif pemantauan tarif angkutan dan jasa pelabuhan sungai danau dan penyeberangan,False,
500.11.21.2,kriteria dan pelaksanaan pelayanan ke perintisan,False,
500.11.22,bina sistem transportasi perkotaan,True,"Pengajuan perizinan angkutan umum, laporan kemacetan lalu lintas, permohonan perbaikan jalan rusak, pengusulan pembangunan jalur sepeda"
500.11.22.1,jaringan transportasi perkotaan,False,
500.11.22.2,transportasi perkotaan yang berbasis jalan jalan rel dan perairan daratan,False,
500.11.22.3,transportasi perkotaan untuk kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,False,
500.11.23,lalu lintas perkotaan,False,
500.11.23.1,manajemen dan rekayasa lalu lintas perkotaan,False,
500.11.23.2,manajemen dan rekayasa lalu lintas perkotaan di jalan nasional dalam kawasan perkotaan,False,
500.11.23.3,penanganan lalu lintas perkotaan berbasis teknologi di wilayah,False,
500.11.24,angkutan perkotaan,False,
500.11.24.1,penyelenggaraan angkutan perkotaan dalam trayek,True,"Penyelenggaraan Trayek Angkutan Umum, Permohonan Izin Operasional Angkutan Perkotaan, Laporan Kinerja Angkutan Perkotaan, Pengajuan Rute Baru Angkutan Perkotaan"
500.11.24.2,jaringan trayek perkotaan,False,
500.11.24.3,penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,False,
500.11.25,pengaduan moda transportasi perkotaan,False,
500.11.25.1,penyelenggaraan angkutan perkotaan tidak dalam trayek untuk angkutan penumpang dan atau barang,True,"Permohonan Izin Angkutan Perkotaan, Laporan Kegiatan Angkutan Perkotaan, Pengaduan Penumpang Angkutan Perkotaan, Surat Keterangan Penggunaan Kendaraan Angkutan Perkotaan"
500.11.25.2,pengaduan moda transportasi perkotaan yang menghubungkan antar simpul bandara pelabuhan stasiun dan terminal di kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,False,
500.11.25.3,penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan tidak dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,False,
500.11.26,dampak transportasi perkotaan,False,
500.11.26.1,penyelenggaraan transportasi perkotaan berwawasan lingkungan,True,"Penyelenggaraan angkutan umum ramah lingkungan, pengajuan dana untuk pengembangan transportasi perkotaan berkelanjutan, laporan kegiatan pengelolaan transportasi perkotaan, permohonan kerja sama dengan organisasi lingkungan untuk pengembangan transportasi perkotaan berwawasan lingkungan"
500.11.26.2,penanganan dampak transportasi di kawasan perkotaan,False,
500.11.26.3,masterplan pengembangan teknologi transportasi ramah lingkungan,True,"Rencana Aksi Pengembangan Transportasi Ramah Lingkungan, Laporan Kemajuan Proyek Teknologi Transportasi Hijau, Permohonan Pendanaan Pengembangan Infrastruktur Transportasi Berkelanjutan, Nota Kesepahaman Kerja Sama Pengembangan Sistem Transportasi Terintegrasi Ramah Lingkungan"
500.11.26.4,pelaksanaan analisis dampak lalu lintas dijalan nasional dalam kawasan kota,False,
500.11.26.5,rekomendasi hasil analisis dampak lalu lintas di jalan nacional dalam kawasan perkotaan,False,
500.11.26.6,masterplan transportasi perkotaan,False,
500.11.27,monitoring dan evaluasi manajemen keselamatan,True,"Laporan evaluasi keselamatan transportasi, permohonan pengawasan keamanan jalan, hasil monitoring kepatuhan SOP keselamatan, laporan inspeksi keselamatan kendaraan"
500.11.27.1,monitoring dan evaluasi data kecelakaan,True,"Laporan kecelakaan lalu lintas, Evaluasi data kecelakaan kerja, Analisis penyebab kecelakaan transportasi, Rekomendasi perbaikan keselamatan jalan"
500.11.27.2,kualifikasi unit pengkajian,False,
500.11.27.3,pengembangan sistema informasi manajemen keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,True,"Pengembangan Sistem Informasi Manajemen Keselamatan Lalu Lintas, Laporan Kemajuan Pengembangan Sistem Informasi Manajemen Keselamatan Angkutan Jalan, Rencana Aksi Pengembangan Sistem Informasi Manajemen Keselamatan Lalu Lintas dan Angkutan, Permohonan Pengadaan Perangkat Lunak Sistem Informasi Manajemen Keselamatan Lalu Lintas."
500.11.28,pengembangan keselamatan,True,"Laporan kecelakaan lalu lintas, permohonan bantuan pengembangan infrastruktur jalan, evaluasi keselamatan transportasi umum, pengajuan proposal peningkatan keselamatan di pelabuhan."
500.11.28.1,program keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,False,
500.11.28.2,harmonisasi kebijakan,False,
500.11.29,promosi dan kemitraan keselamatan,False,
500.11.29.1,promosi keselamatan penyuluhan publikasi dan destinasi keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,False,
500.11.29.2,kemitraan keselamatan antar lembaga dan masyarakat di bidang keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,False,
500.11.30,bina keselamatan angkutan umum,True,"Laporan kecelakaan angkutan umum, permohonan pengawasan keselamatan angkutan, evaluasi sistem keamanan transportasi, pengajuan pelatihan keselamatan berkendara."
500.11.30.1,keselamatan pengusahaan angkutan umum,False,
500.11.30.2,keselamatan awak angkutan umum dan awak kapal sungai dan danau,False,
500.11.31,audit keselamatan,False,
500.11.31.1,pedoman audit keselamatan sarana prasarana sumber daya manusia,False,
500.11.31.2,identifikasi daerah rawan kecelakaan jalan dan pelaku transportasi jalan dan sungai danau dan penyeberangan,False,
500.11.31.3,audit faktor keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan serta laik fungsi jalan,False,
500.11.32,inspeksi keselamatan,False,
500.11.32.1,pedoman keselamatan,False,
500.11.32.2,inspeksi keselamatan sarana prasarana sumber daya manusia dan pelaku transportasi jalan dan sungai danau dan penyeberangan,False,
500.11.32.3,investigasi kecelakaan sungai danau dan penyeberangan serta laik fungsi jalan,False,
500.11.33,parkir,False,
500.11.33.1,surat tugas juru parkir,False,
500.11.33.2,izin tempat khusus parkir swasta,False,
500.11.33.3,surat tugas tkp pemerintah,False,
500.12,komunikasi dan informatika,False,
500.12.1,kebijakan di bidang komunikasi dan informatika yang dilakukan oleh pemerintah daerah,False,
500.12.2,telekomunikasi,False,
500.12.2.1,layanan jaringan telekomunikasi,False,
500.12.2.2,layanan jasa telekomunikasi,False,
500.12.2.3,penomoran telekomunikasi dan informatika,False,
500.12.2.4,kelayakan sistem telekomunikasi,False,
500.12.3,penyiaran,False,
500.12.3.1,pemetaan penyelenggaraan radio dan televisi,True,"Pemetaan Jaringan Penyiaran Radio dan Televisi, Laporan Kegiatan Penyelenggaraan Radio dan Televisi, Permohonan Izin Penyiaran Radio dan Televisi, Evaluasi Kualitas Penyiaran Radio dan Televisi"
500.12.3.2,database penyelenggaraan radio dan televisi,True,"Permohonan Izin Penyelenggaraan Radio Komunitas, Laporan Kegiatan Penyiaran Radio Daerah, Permohonan Perubahan Data Penyelenggaraan Televisi Lokal, Laporan Pengawasan Penyelenggaraan Radio dan Televisi"
500.12.4,telekomunikasi khusus penyiaran publik dan kewajiban universal,False,
500.12.4.1,telekomunikasi khusus pemerintah daerah,False,
500.12.4.2,telekomunikasi khusus non pemerintah daerah,False,
500.12.4.3,layanan khusus penyiaran,False,
500.12.4.4,pelayanan kewajiban universal,False,
500.12.4.5,pengembangan infrastruktur,True,"Pengajuan proposal pembangunan menara telekomunikasi, permohonan bantuan peralatan penyiaran publik, laporan kemajuan proyek infrastruktur telekomunikasi, permohonan dana pengembangan jaringan internet desa"
500.12.5,pengendalian informatika,False,
500.12.5.1,monitoring dan evaluasi jaringan telekomunikasi,True,"Laporan kondisi jaringan telekomunikasi, evaluasi kinerja jaringan internet, permohonan perbaikan jaringan telepon, hasil monitoring kecepatan akses internet"
500.12.5.2,monitoring dan evaluasi jasa telekomunikasi,True,"Laporan evaluasi kualitas jaringan telekomunikasi, permohonan peningkatan kapasitas jasa internet, hasil monitoring penggunaan jasa telekomunikasi, laporan gangguan jaringan telekomunikasi"
500.12.5.3,monitoring dan evaluasi penyiaran,True,"Laporan hasil monitoring penyiaran, evaluasi kualitas siaran radio, permohonan izin penyiaran, laporan pelanggaran penyiaran"
500.12.5.4,pencegahan dan penertiban,False,
500.12.6,e government,False,
500.12.6.1,tata kelola e government,False,
500.12.6.2,teknologi dan infrastruktur e government,False,
500.12.6.3,interoperabilitas dan interkonektivita e government,False,
500.12.6.4,aplikasi layanan kepemerintahan,False,
500.12.6.5,aplikasi layanan publik,False,
500.12.7,e business,False,
500.12.7.1,tata kelola e business,False,
500.12.7.2,teknologi dan infrastruktur e business,False,
500.12.7.3,interoperabilita dan interkonektivitas e business,False,
500.12.7.4,aplikasi layanan e busniness,False,
500.12.8,pemberdayaan informatika masyarakat,True,"proposal pengadaan komputer untuk pemberdayaan masyarakat, laporan kegiatan pelatihan informatika dasar, permohonan bantuan internet untuk desa, surat undangan sosialisasi pemanfaatan teknologi informasi dan komunikasi"
500.12.8.1,pemberdayaan informatika masyarakat perkotaan,True,"Proposal pengadaan komputer untuk pusat informatika masyarakat, laporan kegiatan pelatihan informatika bagi masyarakat perkotaan, permohonan bantuan internet untuk komunitas perkotaan, pengajuan anggaran untuk pembangunan infrastruktur teknologi informasi dan komunikasi di perkotaan"
500.12.8.2,pemberdayaan informatika masyarakat pedesaan,True,"proposal pengadaan komputer untuk pemberdayaan masyarakat pedesaan, laporan kegiatan pelatihan informatika desa, permohonan bantuan akses internet untuk masyarakat pedesaan, pengajuan anggaran untuk pembangunan infrastruktur teknologi informasi dan komunikasi di pedesaan"
500.12.9,pemberdayaan industri informatika,True,"Proposal pengembangan industri informatika, permohonan bantuan pengadaan peralatan teknologi informasi, laporan kemajuan proyek pemberdayaan industri informatika, surat undangan pelatihan pengembangan aplikasi digital"
500.12.9.1,industri infrastruktur dan layanan aplikasi informatika,False,
500.12.9.2,industri perangkat informatika pengguna,False,
500.12.9.3,industri perangkat lunak,False,
500.12.9.4,industri konten multimedia,False,
500.12.10,keamanan informasi,False,
500.12.10.1,tata kelola keamanan informasi,False,
500.12.10.2,teknologi keamanan informasi,False,
500.12.10.3,monitoring evaluasi dan tanggap darurat keamanan informasi,True,"Laporan Insiden Keamanan Informasi, Evaluasi Sistem Keamanan Jaringan, Permohonan Bantuan Teknis Tanggap Darurat Keamanan, Nota Pengaduan Pelanggaran Keamanan Informasi"
500.12.10.4,penyidikan dan penindakan,False,
500.12.10.5,budaya keamanan informasi,False,
500.12.11,komunikasi publik,False,
500.12.11.1,tata kelola komunikasi publik,False,
500.12.11.2,pengelolaan opini publik,False,
500.12.11.3,layanan komunikasi publik,False,
500.12.12,pengolahan dan penyediaan informasi,False,
500.12.12.1,informasi politik hukum dan keamanan,False,
500.12.12.2,informasi perekonomian,False,
500.12.12.3,informasi kesejahteraan rakyat,False,
500.12.13,pengelolaan media publik,False,
500.12.13.1,media cetak,False,
500.12.13.2,media online,False,
500.12.13.3,media luar ruang dan audio visual,False,
500.12.14,kemitraan komunikasi,False,
500.12.14.1,kemitraan pemerintah dan lembaga negara,False,
500.12.14.2,kemitraan media dan dunia usaha,False,
500.12.14.3,kemitraan organisasi kemasyarakatan dan profesi,False,
500.12.15,infrastruktur informatika,False,
500.12.15.1,jaringan,False,
500.12.15.2,piranti teknologi informatika,False,
500.12.15.3,keamanan informatika,False,
500.12.16,sistem dan data,False,
500.12.16.1,portal dan konten,False,
500.12.16.2,pengumpulan dan pengolahan data,False,
500.12.16.3,pengembangan aplikasi,True,"Pengajuan pengembangan aplikasi baru, laporan kemajuan pengembangan aplikasi, permohonan perubahan spesifikasi aplikasi, pengajuan anggaran pengembangan aplikasi"
500.12.17,pusat kerjasama,False,
500.12.17.1,kerja sama daerah,False,
500.12.17.2,kerja sama bilateral,False,
500.12.18,pusat informasi dan hubungan masyarakat,False,
500.12.18.1,pelayanan informasi,False,
500.12.18.2,hubungan masyarakat,False,
500.12.18.3,bimbingan teknis,False,
500.12.19,evaluasi,True,"Evaluasi Kinerja Sistem Informasi, Laporan Evaluasi Proyek Teknologi Informasi, Hasil Evaluasi Kualitas Jaringan Komunikasi, Evaluasi Dampak Penggunaan Teknologi Informasi terhadap Pelayanan Publik"
500.13,pariwisata dan ekonomi kreatif,False,
500.13.1,kebijakan di bidang pariwisata dan ekonomi kreatif yang dilakukan oleh pemerintah daerah,False,
500.13.2,pengembangan destinasi wisata,True,"proposal pengembangan objek wisata, permohonan bantuan dana untuk pengembangan destinasi wisata, laporan kemajuan pengembangan destinasi wisata, permohonan izin pembangunan fasilitas pariwisata"
500.13.2.1,perancangan destinasi dan investasi pariwisata,False,
500.13.2.2,pengembangan daya tarik wisata,True,"Proposal pengembangan objek wisata, permohonan bantuan pengembangan destinasi wisata, laporan kemajuan pengembangan daya tarik wisata, surat permohonan pendanaan untuk pengembangan fasilitas wisata."
500.13.2.3,industri pariwisata,False,
500.13.2.4,pemberdayaan masyarakat destinasi pariwisata,True,"proposal pengembangan usaha masyarakat pariwisata, laporan kegiatan pemberdayaan masyarakat destinasi wisata, permohonan bantuan dana untuk pengembangan destinasi pariwisata, surat undangan pelatihan kewirausahaan masyarakat pariwisata"
500.13.2.5,pengembangan wisata minat khusus konvensi insentif dan event,True,"Permohonan pendanaan pengembangan destinasi wisata konvensi, Penawaran jasa pengelolaan event pariwisata, Laporan kemajuan pengembangan wisata minat khusus, Surat undangan konferensi pariwisata dan ekonomi kreatif"
